ticker,symbol,tframe,expiry,datetime,time,open,high,low,close,tick_volume,spread,real_volume
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 00:00:00,1633305600,2237.5,2237.5,2223.0,2232.0,18,1,24
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 06:00:00,1633327200,2222.0,2228.0,2220.0,2220.0,7,6,7
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 09:00:00,1633338000,2228.9,2228.9,2227.1,2227.1,2,12,2
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 12:00:00,1633348800,2233.2,2235.0,2202.0,2202.0,26,1,45
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 15:00:00,1633359600,2205.3,2213.6,2203.0,2210.0,14,2,22
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 18:00:00,1633370400,2212.0,2214.8,2207.0,2213.0,12,1,13
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-04 21:00:00,1633381200,2216.0,2216.1,2215.5,2215.5,4,3,10
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 00:00:00,1633392000,2210.8,2210.8,2200.0,2210.2,15,1,18
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 03:00:00,1633402800,2207.1,2212.4,2207.1,2210.5,6,5,8
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 06:00:00,1633413600,2205.0,2216.3,2205.0,2215.0,10,6,12
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 09:00:00,1633424400,2217.8,2225.0,2217.8,2224.0,11,1,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 12:00:00,1633435200,2223.2,2238.0,2212.2,2237.0,39,1,69
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 15:00:00,1633446000,2238.5,2241.0,2214.6,2222.7,33,1,37
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 18:00:00,1633456800,2225.8,2228.1,2223.4,2223.4,7,1,7
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-05 21:00:00,1633467600,2220.0,2220.0,2216.7,2218.6,4,15,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 00:00:00,1633478400,2218.7,2222.5,2203.0,2206.0,12,2,14
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 06:00:00,1633500000,2208.4,2208.9,2190.0,2190.0,22,11,35
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 09:00:00,1633510800,2188.2,2195.0,2183.0,2195.0,15,6,27
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 12:00:00,1633521600,2195.7,2210.0,2179.9,2190.0,69,1,96
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 15:00:00,1633532400,2189.3,2203.8,2178.7,2203.1,26,1,29
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 18:00:00,1633543200,2205.0,2213.3,2204.0,2210.0,22,2,26
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-06 21:00:00,1633554000,2214.0,2218.4,2213.1,2213.1,7,2,8
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 00:00:00,1633564800,2219.1,2225.0,2217.8,2224.1,20,2,24
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 03:00:00,1633575600,2218.5,2218.5,2218.5,2218.5,2,6,2
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 06:00:00,1633586400,2225.0,2227.3,2213.0,2213.3,11,6,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 09:00:00,1633597200,2223.3,2229.9,2221.3,2229.2,13,2,13
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 12:00:00,1633608000,2227.9,2254.0,2224.8,2250.0,64,2,74
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 15:00:00,1633618800,2253.2,2260.0,2252.7,2254.4,15,2,20
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-07 18:00:00,1633629600,2253.0,2253.0,2240.0,2243.0,11,2,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 00:00:00,1633651200,2241.8,2251.5,2241.8,2249.5,4,5,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 03:00:00,1633662000,2246.8,2248.8,2244.6,2247.7,7,6,9
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 06:00:00,1633672800,2243.9,2250.1,2243.9,2244.0,7,7,7
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 09:00:00,1633683600,2244.0,2253.0,2244.0,2253.0,6,1,6
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 12:00:00,1633694400,2245.0,2251.6,2235.0,2238.8,31,1,42
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 15:00:00,1633705200,2244.0,2244.0,2228.1,2233.0,14,1,14
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-08 18:00:00,1633716000,2233.0,2237.3,2226.1,2226.1,9,1,9
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-10 21:00:00,1633899600,2233.0,2233.0,2212.0,2212.0,16,1,24
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 00:00:00,1633910400,2212.3,2223.0,2212.3,2223.0,8,1,13
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 03:00:00,1633921200,2219.8,2224.8,2219.8,2224.8,7,6,14
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 06:00:00,1633932000,2219.5,2221.6,2212.0,2219.0,9,5,13
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 12:00:00,1633953600,2223.3,2245.6,2223.3,2242.0,37,2,46
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 15:00:00,1633964400,2245.0,2245.3,2225.5,2226.8,14,1,19
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 18:00:00,1633975200,2227.0,2227.5,2211.7,2214.0,17,1,17
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-11 21:00:00,1633986000,2211.5,2212.4,2210.0,2212.0,8,1,16
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 00:00:00,1633996800,2207.3,2207.3,2198.0,2203.7,20,1,31
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 03:00:00,1634007600,2201.0,2204.0,2200.2,2202.3,10,7,20
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 06:00:00,1634018400,2198.5,2206.0,2192.0,2206.0,15,6,17
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 09:00:00,1634029200,2212.0,2215.5,2208.8,2211.2,16,6,22
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 12:00:00,1634040000,2213.9,2231.8,2213.9,2227.0,46,1,48
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 15:00:00,1634050800,2227.8,2235.2,2224.0,2227.0,23,1,28
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 18:00:00,1634061600,2232.4,2235.0,2221.8,2223.6,13,1,14
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-12 21:00:00,1634072400,2222.5,2223.6,2222.0,2222.0,3,14,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 00:00:00,1634083200,2223.5,2223.5,2222.0,2223.0,3,2,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 06:00:00,1634104800,2232.0,2235.3,2232.0,2235.3,5,13,5
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 09:00:00,1634115600,2233.6,2234.0,2231.0,2231.0,8,10,8
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 12:00:00,1634126400,2236.7,2237.0,2209.5,2226.9,59,1,75
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 15:00:00,1634137200,2230.0,2234.0,2222.4,2230.5,31,1,45
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 18:00:00,1634148000,2231.4,2237.5,2226.0,2235.0,33,1,33
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-13 21:00:00,1634158800,2238.0,2239.8,2238.0,2239.8,3,13,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 00:00:00,1634169600,2242.7,2244.5,2241.6,2241.6,11,1,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 03:00:00,1634180400,2242.0,2245.5,2242.0,2245.5,6,13,6
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 06:00:00,1634191200,2246.0,2254.2,2244.8,2254.2,16,13,19
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 09:00:00,1634202000,2254.1,2255.7,2253.2,2255.7,5,6,5
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 12:00:00,1634212800,2260.0,2267.3,2259.4,2263.6,34,1,36
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 15:00:00,1634223600,2262.7,2270.0,2262.4,2265.7,22,1,30
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 18:00:00,1634234400,2270.2,2273.4,2262.1,2273.4,21,1,21
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-14 21:00:00,1634245200,2270.3,2275.3,2270.3,2274.9,7,1,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 00:00:00,1634256000,2270.0,2277.4,2270.0,2275.7,6,6,13
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 03:00:00,1634266800,2276.5,2277.3,2275.2,2276.9,5,13,6
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 06:00:00,1634277600,2274.3,2278.4,2274.3,2277.5,6,8,7
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 09:00:00,1634288400,2277.8,2281.4,2277.4,2281.4,10,4,10
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 12:00:00,1634299200,2280.8,2295.0,2280.8,2288.8,56,1,71
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 15:00:00,1634310000,2285.6,2286.2,2275.4,2280.0,19,1,19
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-15 18:00:00,1634320800,2280.0,2280.8,2262.1,2263.4,17,18,24
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-17 21:00:00,1634504400,2265.5,2266.9,2257.4,2257.4,15,1,28
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 00:00:00,1634515200,2260.0,2260.0,2256.8,2260.0,4,0,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 06:00:00,1634536800,2251.0,2252.3,2247.3,2251.3,6,12,10
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 09:00:00,1634547600,2247.2,2251.7,2246.8,2251.7,10,12,10
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 12:00:00,1634558400,2248.0,2260.0,2245.8,2256.0,22,1,25
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 15:00:00,1634569200,2259.5,2268.0,2258.0,2263.6,24,1,24
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 18:00:00,1634580000,2259.7,2262.2,2259.0,2261.1,5,1,5
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-18 21:00:00,1634590800,2258.6,2261.4,2258.5,2261.4,3,1,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 00:00:00,1634601600,2260.0,2260.0,2257.7,2257.9,3,1,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 03:00:00,1634612400,2258.1,2258.1,2258.1,2258.1,1,7,1
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 06:00:00,1634623200,2268.0,2270.0,2268.0,2270.0,3,11,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 09:00:00,1634634000,2270.2,2282.0,2270.2,2277.6,19,11,26
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 12:00:00,1634644800,2275.8,2275.8,2258.1,2262.0,35,2,60
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 15:00:00,1634655600,2266.6,2280.0,2266.6,2275.9,33,9,52
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-19 18:00:00,1634666400,2270.1,2272.8,2265.0,2269.7,15,12,18
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 00:00:00,1634688000,2271.9,2271.9,2269.9,2271.4,3,1,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 06:00:00,1634709600,2265.6,2270.4,2265.6,2269.9,4,8,5
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 09:00:00,1634720400,2265.8,2265.8,2263.1,2263.1,4,6,4
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 12:00:00,1634731200,2269.6,2290.0,2264.8,2285.2,46,2,65
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 15:00:00,1634742000,2285.7,2291.5,2282.0,2282.6,37,1,50
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 18:00:00,1634752800,2284.2,2284.7,2283.7,2284.1,12,1,23
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-20 21:00:00,1634763600,2284.0,2284.0,2282.6,2282.6,3,10,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 00:00:00,1634774400,2286.9,2286.9,2285.0,2285.0,2,6,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 03:00:00,1634785200,2278.9,2279.1,2278.9,2279.1,2,14,2
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 06:00:00,1634796000,2278.6,2279.2,2273.2,2276.1,9,6,11
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 12:00:00,1634817600,2279.9,2300.2,2279.9,2290.5,51,1,79
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 15:00:00,1634828400,2290.6,2290.6,2279.0,2279.9,29,1,54
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 18:00:00,1634839200,2291.2,2295.8,2291.2,2294.8,12,9,16
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-21 21:00:00,1634850000,2293.6,2294.5,2291.9,2291.9,4,9,12
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 00:00:00,1634860800,2293.7,2299.4,2293.7,2299.4,10,1,26
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 03:00:00,1634871600,2296.7,2297.2,2296.7,2297.2,2,27,3
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 06:00:00,1634882400,2294.6,2294.6,2294.6,2294.6,1,16,1
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 09:00:00,1634893200,2294.6,2303.0,2294.6,2300.1,11,9,21
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 12:00:00,1634904000,2300.0,2300.8,2285.1,2288.2,34,1,46
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 15:00:00,1634914800,2294.1,2294.1,2268.8,2287.4,51,1,65
M2K,M2KH22,H3,2022-03-18 23:59:00,2021-10-22 18:00:00,1634925600,2284.1,2289.0,2281.6,2282.6,17,12,27
